Αἰακοῦ	*ai)akou=	Αἰακός	*ai)ako/s	n-s---mg-
ἐγγύθεν	e)ggu/qen	ἐγγύθεν	e)ggu/qen	d--------
ἐγγύς	e)ggu/s	ἐγγύς	e)ggu/s	d--------
ἐγεινάμην	e)geina/mhn	γείνομαι	gei/nomai	v1saim---
ἐγείνατο	e)gei/nato	γείνομαι	gei/nomai	v3saim---
ἐγκερτομῶν	e)gkertomw=n	ἐγκερτομέω	e)gkertome/w	v-sppamn-
ἐγκερτομῶν	e)gkertomw=n	ἐγκερτομέω	e)gkertome/w	v-sppamn-
ἐγένεθ’	e)ge/neq'	γίγνομαι	gi/gnomai	v3saim---
ἐγένετ’	e)ge/net'	γίγνομαι	gi/gnomai	v3saim---
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mv-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fv-
ἐδέξατο	e)de/cato	δέχομαι	de/xomai	v3saim---
ἐδέξατο	e)de/cato	δείκνυμι	dei/knumi	v3saim---
ἐζύγης	e)zu/ghs	ζεύγνυμι	zeu/gnumi	v2saip---
ἐζύγης	e)zu/ghs	ζυγέω	zuge/w	v2siia---
ἐθείρας	e)qei/ras	ἔθειρα	e)/qeira	n-p---fa-
ἐθείρας	e)qei/ras	ἔθειρα	e)/qeira	n-s---fg-
ἐθρέψαθ’	e)qre/yaq'	τρέφω	tre/fw	v3saim---
ἐθρέψαθ’	e)qre/yaq'	τρέφω	tre/fw	v2paia---
ἐθάμβησεν	e)qa/mbhsen	θαμβέω	qambe/w	v3saia---
ἐκ	e)k	ἐκ	e)k	r--------
ἐκβαλεῖν	e)kbalei=n	ἐκβάλλω	e)kba/llw	v--ana---
ἐκβαλεῖν	e)kbalei=n	ἐκβάλλω	e)kba/llw	v--fna---
ἐκβαλόντ’	e)kbalo/nt'	ἐκβάλλω	e)kba/llw	v-papann-
ἐκβαλόντ’	e)kbalo/nt'	ἐκβάλλω	e)kba/llw	v-papanv-
ἐκβαλόντ’	e)kbalo/nt'	ἐκβάλλω	e)kba/llw	v-papana-
ἐκβαλόντ’	e)kbalo/nt'	ἐκβάλλω	e)kba/llw	v-sapama-
ἐκβαλόντ’	e)kbalo/nt'	ἐκβάλλω	e)kba/llw	v-sapamd-
ἐκβαλόντ’	e)kbalo/nt'	ἐκβάλλω	e)kba/llw	v-sapand-
ἐκβαλόντ’	e)kbalo/nt'	ἐκβάλλω	e)kba/llw	v-dapamn-
ἐκβαλόντ’	e)kbalo/nt'	ἐκβάλλω	e)kba/llw	v-dapamv-
ἐκβαλόντ’	e)kbalo/nt'	ἐκβάλλω	e)kba/llw	v-dapama-
ἐκβαλόντ’	e)kbalo/nt'	ἐκβάλλω	e)kba/llw	v-dapann-
ἐκβαλόντ’	e)kbalo/nt'	ἐκβάλλω	e)kba/llw	v-dapanv-
ἐκβαλόντ’	e)kbalo/nt'	ἐκβάλλω	e)kba/llw	v-dapana-
ἐκγαυρούμενος	e)kgaurou/menos	ἐκγαυρόομαι	e)kgauro/omai	v-sppemn-
ἐκγαυρούμενος	e)kgaurou/menos	ἐκγαυρόομαι	e)kgauro/omai	v-sppemn-
ἐκδοῦναι	e)kdou=nai	ἐκδίδωμι	e)kdi/dwmi	v--ana---
ἐκδώσειν	e)kdw/sein	ἐκδίδωμι	e)kdi/dwmi	v--fna---
ἐκδώσομεν	e)kdw/somen	ἐκδίδωμι	e)kdi/dwmi	v1pfia---
ἐκερτόμησε	e)kerto/mhse	κερτομέω	kertome/w	v3saia---
ἐκεῖ	e)kei=	ἐκεῖ	e)kei=	d--------
ἐκεῖνο	e)kei=no	ἐκεῖνος	e)kei=nos	n-s---nn-
ἐκεῖνο	e)kei=no	ἐκεῖνος	e)kei=nos	n-s---nv-
ἐκεῖνο	e)kei=no	ἐκεῖνος	e)kei=nos	n-s---na-
ἐκεῖνον	e)kei=non	ἐκεῖνος	e)kei=nos	n-s---ma-
ἐκεῖνος	e)kei=nos	ἐκεῖνος	e)kei=nos	n-s---mn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---nn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---nv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---na-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---nn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---nv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---na-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---mv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---fn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---fv-
ἐκεῖσ’	e)kei=s'	ἐκεῖσε	e)kei=se	d--------
ἐκκάλυπτε	e)kka/lupte	ἐκκαλύπτω	e)kkalu/ptw	v2spma---
ἐκκάλυπτε	e)kka/lupte	ἐκκαλύπτω	e)kkalu/ptw	v3siia---
ἐκλιπόντες	e)klipo/ntes	ἐκλείπω	e)klei/pw	v-papamn-
ἐκλιπόντες	e)klipo/ntes	ἐκλείπω	e)klei/pw	v-papamv-
ἐκλιπών	e)klipw/n	ἐκλείπω	e)klei/pw	v-sapamn-
ἐκλήθη	e)klh/qh	καλέω	kale/w	v3saip---
ἐκλήθης	e)klh/qhs	καλέω	kale/w	v2saip---
ἐκλίπω	e)kli/pw	ἐκλείπω	e)klei/pw	v1sasa---
ἐκμετρῆσαι	e)kmetrh=sai	ἐκμετρέω	e)kmetre/w	v--ana---
ἐκμετρῆσαι	e)kmetrh=sai	ἐκμετρέω	e)kmetre/w	v--ana---
ἐκποδών	e)kpodw/n	ἐκποδών	e)kpodw/n	d--------
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v-sppafn-
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v-sppafv-
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v-sppafn-
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v-sppafv-
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v-pppamd-
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v-pppand-
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v3ppia---
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v-pppamd-
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v-pppand-
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v3ppia---
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v-pppafn-
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v-pppafv-
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v-pppafn-
ἐκπονοῦσ’	e)kponou=s'	ἐκπονέω	e)kpone/w	v-pppafv-
ἐκπορθεῖτε	e)kporqei=te	ἐκπορθέω	e)kporqe/w	v2ppma---
ἐκπορθεῖτε	e)kporqei=te	ἐκπορθέω	e)kporqe/w	v2ppoa---
ἐκπορθεῖτε	e)kporqei=te	ἐκπορθέω	e)kporqe/w	v2ppia---
ἐκπορθεῖτε	e)kporqei=te	ἐκπορθέω	e)kporqe/w	v2ppma---
ἐκπορθεῖτε	e)kporqei=te	ἐκπορθέω	e)kporqe/w	v2ppoa---
ἐκπορθεῖτε	e)kporqei=te	ἐκπορθέω	e)kporqe/w	v2ppia---
ἐκπορθεῖτε	e)kporqei=te	ἐκπορθέω	e)kporqe/w	v2piia---
ἐκπορθεῖτε	e)kporqei=te	ἐκπορθέω	e)kporqe/w	v2piia---
ἐκπρᾶξαι	e)kpra=cai	ἐκπράσσω	e)kpra/ssw	v--ana---
ἐκπυρώσων	e)kpurw/swn	ἐκπυρόω	e)kpuro/w	v-sfpamn-
ἐκπυρώσων	e)kpurw/swn	ἐκπυρόω	e)kpuro/w	v-sfpamn-
ἐκτέμῃς	e)kte/mh|s	ἐκτέμνω	e)kte/mnw	v2sasa---
ἐκτήσω	e)kth/sw	κτάομαι	kta/omai	v2saim---
ἐκτήσω	e)kth/sw	κτέομαι	kte/omai	v2saie---
ἐκτός	e)kto/s	ἐκτός	e)kto/s	d--------
ἐκφύγω	e)kfu/gw	ἐκφεύγω	e)kfeu/gw	v1sasa---
ἐκάλεσα	e)ka/lesa	καλέω	kale/w	v1saia---
ἐκόμισε	e)ko/mise	κομίζω	komi/zw	v3saia---
ἐκόμισεν	e)ko/misen	κομίζω	komi/zw	v3saia---
ἐλαχίστοις	e)laxi/stois	ἐλάχιστος	e)la/xistos	a-p---md-
ἐλαχίστοις	e)laxi/stois	ἐλάχιστος	e)la/xistos	a-p---nd-
ἐλευθέραν	e)leuqe/ran	ἐλεύθερος	e)leu/qeros	a-s---fa-
ἐλεφαντοδέτων	e)lefantode/twn	ἐλεφαντόδετος	e)lefanto/detos	n-p---mg-
ἐλεφαντοδέτων	e)lefantode/twn	ἐλεφαντόδετος	e)lefanto/detos	n-p---fg-
ἐλεφαντοδέτων	e)lefantode/twn	ἐλεφαντόδετος	e)lefanto/detos	n-p---ng-
ἐλεύθεροι	e)leu/qeroi	ἐλεύθερος	e)leu/qeros	a-p---mn-
ἐλεύθεροι	e)leu/qeroi	ἐλεύθερος	e)leu/qeros	a-p---mv-
ἐλεύθεροι	e)leu/qeroi	ἐλεύθερος	e)leu/qeros	n-p---mn-
ἐλεύθεροι	e)leu/qeroi	ἐλεύθερος	e)leu/qeros	n-p---mv-
ἐλεύθεροι	e)leu/qeroi	ἐλεύθερος	e)leu/qeros	n-p---fn-
ἐλεύθεροι	e)leu/qeroi	ἐλεύθερος	e)leu/qeros	n-p---fv-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---ma-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---nn-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---nv-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---na-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---ma-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---fa-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---nn-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---nv-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---na-
ἐλθεῖν	e)lqei=n	ἔρχομαι	e)/rxomai	v--ana---
ἐλθοῦσαν	e)lqou=san	ἔρχομαι	e)/rxomai	v-sapafa-
ἐλθοῦσ’	e)lqou=s'	ἔρχομαι	e)/rxomai	v-sapafn-
ἐλθοῦσ’	e)lqou=s'	ἔρχομαι	e)/rxomai	v-sapafv-
ἐλθοῦσ’	e)lqou=s'	ἔρχομαι	e)/rxomai	v-papamd-
ἐλθοῦσ’	e)lqou=s'	ἔρχομαι	e)/rxomai	v-papand-
ἐλθοῦσ’	e)lqou=s'	ἔρχομαι	e)/rxomai	v-papafn-
ἐλθοῦσ’	e)lqou=s'	ἔρχομαι	e)/rxomai	v-papafv-
ἐλθέ	e)lqe/	ἔρχομαι	e)/rxomai	v2sama---
ἐλθόντες	e)lqo/ntes	ἔρχομαι	e)/rxomai	v-papamn-
ἐλθόντες	e)lqo/ntes	ἔρχομαι	e)/rxomai	v-papamv-
ἐλθών	e)lqw/n	ἔρχομαι	e)/rxomai	v-sapamn-
ἐλπίδα	e)lpi/da	ἐλπίς	e)lpi/s	n-s---fa-
ἐλπίδος	e)lpi/dos	ἐλπίς	e)lpi/s	n-s---fg-
ἐλπίδ’	e)lpi/d'	ἐλπίς	e)lpi/s	n-s---fa-
ἐλπίδ’	e)lpi/d'	ἐλπίς	e)lpi/s	n-s---fd-
ἐλπίδ’	e)lpi/d'	ἐλπίς	e)lpi/s	n-d---fn-
ἐλπίδ’	e)lpi/d'	ἐλπίς	e)lpi/s	n-d---fv-
ἐλπίδ’	e)lpi/d'	ἐλπίς	e)lpi/s	n-d---fa-
ἐλπίς	e)lpi/s	ἐλπίς	e)lpi/s	n-s---fn-
ἐλάταις	e)la/tais	ἐλάτη	e)la/th	n-p---fd-
ἐλάταις	e)la/tais	ἐλάτης	e)la/ths	n-p---md-
ἐλάταισι	e)la/taisi	ἐλάτη	e)la/th	n-p---fd-
ἐλάταισι	e)la/taisi	ἐλάτης	e)la/ths	n-p---md-
ἐλάταν	e)la/tan	ἐλάτη	e)la/th	n-s---fa-
ἐλάταν	e)la/tan	ἐλάτης	e)la/ths	n-s---ma-
ἐλάταν	e)la/tan	ἐλάτης	e)la/ths	n-s---ma-
ἐλέγετ’	e)le/get'	λέγω1	le/gw1	v3siie---
ἐλέγετ’	e)le/get'	λέγω1	le/gw1	v2piia---
ἐλέγετ’	e)le/get'	λέγω2	le/gw2	v3siie---
ἐλέγετ’	e)le/get'	λέγω2	le/gw2	v2piia---
ἐλέγετ’	e)le/get'	λέγω3	le/gw3	v3siie---
ἐλέγετ’	e)le/get'	λέγω3	le/gw3	v2piia---
ἐλήλυθα	e)lh/luqa	ἔρχομαι	e)/rxomai	v1sria---
ἐλήλυθας	e)lh/luqas	ἔρχομαι	e)/rxomai	v2sria---
ἐμαυτοῦ	e)mautou=	ἐμαυτοῦ	e)mautou=	p-s---mg-
ἐμαυτοῦ	e)mautou=	ἐμαυτοῦ	e)mautou=	p-s---ng-
ἐμαί	e)mai/	ἐμός	e)mo/s	a-p---fn-
ἐμαί	e)mai/	ἐμός	e)mo/s	a-p---fv-
ἐμνήστευσα	e)mnh/steusa	μνηστεύω	mnhsteu/w	v1saia---
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---md-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---fd-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mn-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mv-
ἐμούς	e)mou/s	ἐμός	e)mo/s	a-p---ma-
ἐμοῖς	e)moi=s	ἐμέω	e)me/w	v2sfoa---
ἐμοῖς	e)moi=s	ἐμέω	e)me/w	v2spoa---
ἐμοῖς	e)moi=s	ἐμός	e)mo/s	a-p---md-
ἐμοῖς	e)moi=s	ἐμός	e)mo/s	a-p---nd-
ἐμοῖσι	e)moi=si	ἐμέω	e)me/w	v-pfpamd-
ἐμοῖσι	e)moi=si	ἐμέω	e)me/w	v-pfpand-
ἐμοῖσι	e)moi=si	ἐμέω	e)me/w	v-pppamd-
ἐμοῖσι	e)moi=si	ἐμέω	e)me/w	v-pppand-
ἐμοῖσι	e)moi=si	ἐμός	e)mo/s	a-p---md-
ἐμοῖσι	e)moi=si	ἐμός	e)mo/s	a-p---nd-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	v-pfpamd-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	v-pfpand-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	v-pppamd-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	v-pppand-
ἐμοῖσιν	e)moi=sin	ἐμός	e)mo/s	a-p---md-
ἐμοῖσιν	e)moi=sin	ἐμός	e)mo/s	a-p---nd-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---mg-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---fg-
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2spme---
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2siie---
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---mg-
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---ng-
ἐμπεπτώκαμεν	e)mpeptw/kamen	ἐμπίτνω	e)mpi/tnw	v1pria---
ἐμπλέκειν	e)mple/kein	ἐμπλέκω	e)mple/kw	v--pna---
ἐμπλήσεις	e)mplh/seis	ἔμπλησις	e)/mplhsis	n-p---fn-
ἐμπλήσεις	e)mplh/seis	ἔμπλησις	e)/mplhsis	n-p---fv-
ἐμπλήσεις	e)mplh/seis	ἔμπλησις	e)/mplhsis	n-p---fn-
ἐμπλήσεις	e)mplh/seis	ἔμπλησις	e)/mplhsis	n-p---fa-
ἐμπλήσεις	e)mplh/seis	ἐμπίπλημι	e)mpi/plhmi	v2sasa---
ἐμπλήσεις	e)mplh/seis	ἐμπίπλημι	e)mpi/plhmi	v2sfia---
ἐμπλήσεις	e)mplh/seis	ἐμπλέω	e)mple/w	v2sasa---
ἐμπλήσεις	e)mplh/seis	ἐμπλέω	e)mple/w	v2sfia---
ἐμποδών	e)mpodw/n	ἐμποδών	e)mpodw/n	d--------
ἐμπέπτωκ’	e)mpe/ptwk'	ἐμπίτνω	e)mpi/tnw	v1sria---
ἐμπέπτωκ’	e)mpe/ptwk'	ἐμπίτνω	e)mpi/tnw	v2srma---
ἐμπέπτωκ’	e)mpe/ptwk'	ἐμπίτνω	e)mpi/tnw	v3sria---
ἐμπέσωσιν	e)mpe/swsin	ἐμπίτνω	e)mpi/tnw	v3pasa---
ἐμπέφυκεν	e)mpe/fuken	ἐμφύω	e)mfu/w	v3sria---
ἐμπέφυκεν	e)mpe/fuken	ἐμφύω	e)mfu/w	v3plia---
ἐμπύρων	e)mpu/rwn	ἔμπυρος	e)/mpuros	n-p---mg-
ἐμπύρων	e)mpu/rwn	ἔμπυρος	e)/mpuros	n-p---fg-
ἐμπύρων	e)mpu/rwn	ἔμπυρος	e)/mpuros	n-p---ng-
ἐμπύρων	e)mpu/rwn	ἐμπυρόω	e)mpuro/w	v3piia---
ἐμπύρων	e)mpu/rwn	ἐμπυρόω	e)mpuro/w	v1siia---
ἐμάν	e)ma/n	ἐμός	e)mo/s	a-s---fa-
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---ma-
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---fa-
ἐμέ	e)me/	ἐμός	e)mo/s	a-s---mv-
ἐμή	e)mh/	ἐμός	e)mo/s	a-s---fn-
ἐμή	e)mh/	ἐμός	e)mo/s	a-s---fv-
ἐμήν	e)mh/n	ἐμός	e)mo/s	a-s---fa-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---ma-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nn-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nv-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---na-
ἐμός	e)mo/s	ἐμός	e)mo/s	a-s---mn-
ἐμώ	e)mw/	ἐμός	e)mo/s	a-d---mn-
ἐμώ	e)mw/	ἐμός	e)mo/s	a-d---mv-
ἐμώ	e)mw/	ἐμός	e)mo/s	a-d---ma-
ἐμώ	e)mw/	ἐμός	e)mo/s	a-d---nn-
ἐμώ	e)mw/	ἐμός	e)mo/s	a-d---nv-
ἐμώ	e)mw/	ἐμός	e)mo/s	a-d---na-
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2sfia---
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2spia---
ἐμῆς	e)mh=s	ἐμός	e)mo/s	a-s---fg-
ἐμῇ	e)mh=|	ἐμέω	e)me/w	v2sfim---
ἐμῇ	e)mh=|	ἐμέω	e)me/w	v2spse---
ἐμῇ	e)mh=|	ἐμέω	e)me/w	v2spie---
ἐμῇ	e)mh=|	ἐμέω	e)me/w	v3spsa---
ἐμῇ	e)mh=|	ἐμός	e)mo/s	a-s---fd-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sfpamn-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sppamn-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---fg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---mg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---ng-
ἐν	e)n	ἐν	e)n	r--------
ἐν	e)n	εἰς	ei)s	r--------
ἐναλίας	e)nali/as	ἐνάλιος	e)na/lios	a-p---fa-
ἐναλίας	e)nali/as	ἐνάλιος	e)na/lios	a-s---fg-
ἐναντίον	e)nanti/on	ἐναντίον	e)nanti/on	d--------
ἐναντίον	e)nanti/on	ἐναντίος	e)nanti/os	a-s---ma-
ἐναντίον	e)nanti/on	ἐναντίος	e)nanti/os	a-s---nn-
ἐναντίον	e)nanti/on	ἐναντίος	e)nanti/os	a-s---nv-
ἐναντίον	e)nanti/on	ἐναντίος	e)nanti/os	a-s---na-
ἐναρχέσθω	e)narxe/sqw	ἐνάρχομαι	e)na/rxomai	v3spme---
ἐναυλόχει	e)naulo/xei	ναυλοχέω	nauloxe/w	v3siia---
ἐνδεξιούσθω	e)ndeciou/sqw	ἐνδεξιόομαι	e)ndecio/omai	v3spme---
ἐνδεξιούσθω	e)ndeciou/sqw	ἐνδεξιόομαι	e)ndecio/omai	v3spme---
ἐνδεής	e)ndeh/s	ἐνδεής	e)ndeh/s	n-s---mn-
ἐνδεής	e)ndeh/s	ἐνδεής	e)ndeh/s	n-s---fn-
ἐνδεῖς	e)ndei=s	ἐνδέω	e)nde/w	v2spia---
ἐνδεῖς	e)ndei=s	ἐνδέω1	e)nde/w1	v2spia---
ἐνδεῖς	e)ndei=s	ἐνδέω2	e)nde/w2	v2spia---
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	x--------
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	a-p---ma-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	x--------
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	n-p---ma-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	n-p---fa-
ἐνδότω	e)ndo/tw	ἐνδίδωμι	e)ndi/dwmi	v3sama---
ἐνθάδε	e)nqa/de	ἐνθάδε	e)nqa/de	d--------
ἐνικώμην	e)nikw/mhn	νικάω	nika/w	v1siie---
ἐννοουμένην	e)nnooume/nhn	ἐννοέω	e)nnoe/w	v-sppefa-
ἐννοουμένην	e)nnooume/nhn	ἐννοέω	e)nnoe/w	v-sppefa-
ἐννοουμένῳ	e)nnooume/nw|	ἐννοέω	e)nnoe/w	v-sppemd-
ἐννοουμένῳ	e)nnooume/nw|	ἐννοέω	e)nnoe/w	v-sppend-
ἐννοουμένῳ	e)nnooume/nw|	ἐννοέω	e)nnoe/w	v-sppemd-
ἐννοουμένῳ	e)nnooume/nw|	ἐννοέω	e)nnoe/w	v-sppend-
ἐνταῦθα	e)ntau=qa	ἐνταῦθα	e)ntau=qa	d--------
ἐνταῦθ’	e)ntau=q'	ἐνταῦθα	e)ntau=qa	d--------
ἐντείνεται	e)ntei/netai	ἐντείνω	e)ntei/nw	v3sasm---
ἐντείνεται	e)ntei/netai	ἐντείνω	e)ntei/nw	v3spie---
ἐντός	e)nto/s	ἐντός	e)nto/s	d--------
ἐνέπουσ’	e)ne/pous'	ἐνέπω	e)ne/pw	v-sppafn-
ἐνέπουσ’	e)ne/pous'	ἐνέπω	e)ne/pw	v-sppafv-
ἐνέπουσ’	e)ne/pous'	ἐνέπω	e)ne/pw	v-pppamd-
ἐνέπουσ’	e)ne/pous'	ἐνέπω	e)ne/pw	v-pppand-
ἐνέπουσ’	e)ne/pous'	ἐνέπω	e)ne/pw	v3ppia---
ἐνέπουσ’	e)ne/pous'	ἐνέπω	e)ne/pw	v-pppafn-
ἐνέπουσ’	e)ne/pous'	ἐνέπω	e)ne/pw	v-pppafv-
ἐνέχεται	e)ne/xetai	ἐνέχω	e)ne/xw	v3spie---
ἐνί	e)ni/	ἐν	e)n	r--------
ἐνών	e)nw/n	ἐν-εἰμί	e)n-ei)mi/	v-sppamn-
ἐξ	e)c	ἐκ	e)k	r--------
ἐξαιρέτους	e)caire/tous	ἐξαιρετός	e)caireto/s	n-p---ma-
ἐξαιρέτους	e)caire/tous	ἐξαιρετός	e)caireto/s	n-p---fa-
ἐξαιρήσεται	e)cairh/setai	ἐξαιρέω	e)caire/w	v3sasm---
ἐξαιρήσεται	e)cairh/setai	ἐξαιρέω	e)caire/w	v3sfim---
ἐξαιρήσεται	e)cairh/setai	ἐξαιρέω	e)caire/w	v3sasm---
ἐξαιρήσεται	e)cairh/setai	ἐξαιρέω	e)caire/w	v3sfim---
ἐξαλείψω	e)calei/yw	ἐξαλείφω	e)calei/fw	v2saim---
ἐξαλείψω	e)calei/yw	ἐξαλείφω	e)calei/fw	v1sasa---
ἐξαλείψω	e)calei/yw	ἐξαλείφω	e)calei/fw	v1sfia---
ἐξαλείψω	e)calei/yw	ἐξαλείφω	e)calei/fw	v2saim---
ἐξαλλάσσουσαν	e)calla/ssousan	ἐξαλλάσσω	e)calla/ssw	v-sppafa-
ἐξαλλάσσουσαν	e)calla/ssousan	ἐξαλλάσσω	e)calla/ssw	v-sppafa-
ἐξαμαρτοῦσ’	e)camartou=s'	ἐξαμαρτάνω	e)camarta/nw	v-sapafn-
ἐξαμαρτοῦσ’	e)camartou=s'	ἐξαμαρτάνω	e)camarta/nw	v-sapafv-
ἐξαμαρτοῦσ’	e)camartou=s'	ἐξαμαρτάνω	e)camarta/nw	v-papamd-
ἐξαμαρτοῦσ’	e)camartou=s'	ἐξαμαρτάνω	e)camarta/nw	v-papand-
ἐξαμαρτοῦσ’	e)camartou=s'	ἐξαμαρτάνω	e)camarta/nw	v-papafn-
ἐξαμαρτοῦσ’	e)camartou=s'	ἐξαμαρτάνω	e)camarta/nw	v-papafv-
ἐξαναρπάσας	e)canarpa/sas	ἐξαναρπάζω	e)canarpa/zw	v-pfpafa-
ἐξαναρπάσας	e)canarpa/sas	ἐξαναρπάζω	e)canarpa/zw	v-sfpafg-
ἐξαναρπάσας	e)canarpa/sas	ἐξαναρπάζω	e)canarpa/zw	v-pfpafa-
ἐξαναρπάσας	e)canarpa/sas	ἐξαναρπάζω	e)canarpa/zw	v-sfpafg-
ἐξαναρπάσας	e)canarpa/sas	ἐξαναρπάζω	e)canarpa/zw	v-sapamn-
ἐξαναρπάσας	e)canarpa/sas	ἐξαναρπάζω	e)canarpa/zw	v-sapamv-
ἐξαναρπάσας	e)canarpa/sas	ἐξαναρπάζω	e)canarpa/zw	v-sapamn-
ἐξαναρπάσας	e)canarpa/sas	ἐξαναρπάζω	e)canarpa/zw	v-sapamv-
ἐξανήσει	e)canh/sei	ξανάω	cana/w	v2stie---
ἐξανήσει	e)canh/sei	ξανάω	cana/w	v3stia---
ἐξανήσει	e)canh/sei	ἐξανίημι	e)cani/hmi	v2sfim---
ἐξανήσει	e)canh/sei	ἐξανίημι	e)cani/hmi	v3sfia---
ἐξαπαλλάξαι	e)capalla/cai	ἐξαπαλλάσσω	e)capalla/ssw	v--ana---
ἐξαπαλλάξαι	e)capalla/cai	ἐξαπαλλάσσω	e)capalla/ssw	v3saoa---
ἐξαπαλλάξαι	e)capalla/cai	ἐξαπαλλάσσω	e)capalla/ssw	v--ana---
ἐξαπαλλάξαι	e)capalla/cai	ἐξαπαλλάσσω	e)capalla/ssw	v3saoa---
ἐξαρπάσας	e)carpa/sas	ἐξαρπάζω	e)carpa/zw	v-pfpafa-
ἐξαρπάσας	e)carpa/sas	ἐξαρπάζω	e)carpa/zw	v-sfpafg-
ἐξαρπάσας	e)carpa/sas	ἐξαρπάζω	e)carpa/zw	v-pfpafa-
